orden,path,dominio,intencion,estado,action_items,referencia_contenido
663,_bmad/core/workflows/brainstorming/steps/step-01b-continue.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Step 1b: Workflow Continuation
664,_bmad/core/workflows/brainstorming/steps/step-02a-user-selected.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Step 2a: User-Selected Techniques
665,_bmad/core/workflows/brainstorming/steps/step-02b-ai-recommended.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Step 2b: AI-Recommended Techniques
666,_bmad/core/workflows/brainstorming/steps/step-02c-random-selection.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Step 2c: Random Technique Selection
667,_bmad/core/workflows/brainstorming/steps/step-02d-progressive-flow.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Step 2d: Progressive Technique Flow
668,_bmad/core/workflows/brainstorming/steps/step-03-technique-execution.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Step 3: Interactive Technique Execution and Facilitation
669,_bmad/core/workflows/brainstorming/steps/step-04-idea-organization.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Step 4: Idea Organization and Action Planning
670,_bmad/core/workflows/brainstorming/template.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
671,_bmad/core/workflows/brainstorming/workflow.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
672,_bmad/core/workflows/party-mode/steps/step-01-agent-loading.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Step 1: Agent Loading and Party Mode Initialization
673,_bmad/core/workflows/party-mode/steps/step-02-discussion-orchestration.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Step 2: Discussion Orchestration and Multi-Agent Conversation
674,_bmad/core/workflows/party-mode/steps/step-03-graceful-exit.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Step 3: Graceful Exit and Party Mode Conclusion
675,_bmad/core/workflows/party-mode/workflow.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
676,_bmad/tea/agents/tea.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
677,_bmad/tea/config.yaml,_bmad,Archivo de configuracion,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# TEA Module Configuration
678,_bmad/tea/module-help.csv,_bmad,Framework BMAD y conocimiento interno,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,-
679,_bmad/tea/teams/default-party.csv,_bmad,Framework BMAD y conocimiento interno,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,-
680,_bmad/tea/testarch/knowledge/adr-quality-readiness-checklist.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# ADR Quality Readiness Checklist
681,_bmad/tea/testarch/knowledge/api-request.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# API Request Utility
682,_bmad/tea/testarch/knowledge/api-testing-patterns.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# API Testing Patterns
683,_bmad/tea/testarch/knowledge/auth-session.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Auth Session Utility
684,_bmad/tea/testarch/knowledge/burn-in.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Burn-in Test Runner
685,_bmad/tea/testarch/knowledge/ci-burn-in.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# CI Pipeline and Burn-In Strategy
686,_bmad/tea/testarch/knowledge/component-tdd.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Component Test-Driven Development Loop
687,_bmad/tea/testarch/knowledge/contract-testing.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Contract Testing Essentials (Pact)
688,_bmad/tea/testarch/knowledge/data-factories.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Data Factories and API-First Setup
689,_bmad/tea/testarch/knowledge/email-auth.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Email-Based Authentication Testing
690,_bmad/tea/testarch/knowledge/error-handling.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Error Handling and Resilience Checks
691,_bmad/tea/testarch/knowledge/feature-flags.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Feature Flag Governance
692,_bmad/tea/testarch/knowledge/file-utils.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# File Utilities
693,_bmad/tea/testarch/knowledge/fixture-architecture.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Fixture Architecture Playbook
694,_bmad/tea/testarch/knowledge/fixtures-composition.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Fixtures Composition with mergeTests
695,_bmad/tea/testarch/knowledge/intercept-network-call.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Intercept Network Call Utility
696,_bmad/tea/testarch/knowledge/log.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Log Utility
697,_bmad/tea/testarch/knowledge/network-error-monitor.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Network Error Monitor
698,_bmad/tea/testarch/knowledge/network-first.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Network-First Safeguards
699,_bmad/tea/testarch/knowledge/network-recorder.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Network Recorder Utility
700,_bmad/tea/testarch/knowledge/nfr-criteria.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Non-Functional Requirements (NFR) Criteria
701,_bmad/tea/testarch/knowledge/overview.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Playwright Utils Overview
702,_bmad/tea/testarch/knowledge/playwright-cli.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Playwright CLI — Browser Automation for Coding Agents
703,_bmad/tea/testarch/knowledge/playwright-config.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Playwright Configuration Guardrails
704,_bmad/tea/testarch/knowledge/probability-impact.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Probability and Impact Scale
705,_bmad/tea/testarch/knowledge/recurse.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Recurse (Polling) Utility
706,_bmad/tea/testarch/knowledge/risk-governance.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Risk Governance and Gatekeeping
707,_bmad/tea/testarch/knowledge/selective-testing.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Selective and Targeted Test Execution
708,_bmad/tea/testarch/knowledge/selector-resilience.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Selector Resilience
709,_bmad/tea/testarch/knowledge/test-healing-patterns.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Test Healing Patterns
710,_bmad/tea/testarch/knowledge/test-levels-framework.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,<!-- Powered by BMAD-CORE™ -->
711,_bmad/tea/testarch/knowledge/test-priorities-matrix.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,<!-- Powered by BMAD-CORE™ -->
712,_bmad/tea/testarch/knowledge/test-quality.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Test Quality Definition of Done
713,_bmad/tea/testarch/knowledge/timing-debugging.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Timing Debugging and Race Condition Fixes
714,_bmad/tea/testarch/knowledge/visual-debugging.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Visual Debugging and Developer Ergonomics
715,_bmad/tea/testarch/tea-index.csv,_bmad,Framework BMAD y conocimiento interno,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,-
716,_bmad/tea/workflows/testarch/README.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# TEA Workflow Step Files
717,_bmad/tea/workflows/testarch/atdd/atdd-checklist-template.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
718,_bmad/tea/workflows/testarch/atdd/checklist.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# ATDD Workflow Validation Checklist
719,_bmad/tea/workflows/testarch/atdd/instructions.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,<!-- Powered by BMAD-CORE™ -->
720,_bmad/tea/workflows/testarch/atdd/steps-c/step-01-preflight-and-context.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
721,_bmad/tea/workflows/testarch/atdd/steps-c/step-01b-resume.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
722,_bmad/tea/workflows/testarch/atdd/steps-c/step-02-generation-mode.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
723,_bmad/tea/workflows/testarch/atdd/steps-c/step-03-test-strategy.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
724,_bmad/tea/workflows/testarch/atdd/steps-c/step-04-generate-tests.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
725,_bmad/tea/workflows/testarch/atdd/steps-c/step-04a-subprocess-api-failing.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
726,_bmad/tea/workflows/testarch/atdd/steps-c/step-04b-subprocess-e2e-failing.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
727,_bmad/tea/workflows/testarch/atdd/steps-c/step-04c-aggregate.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
728,_bmad/tea/workflows/testarch/atdd/steps-c/step-05-validate-and-complete.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
729,_bmad/tea/workflows/testarch/atdd/steps-e/step-01-assess.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
730,_bmad/tea/workflows/testarch/atdd/steps-e/step-02-apply-edit.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
731,_bmad/tea/workflows/testarch/atdd/steps-v/step-01-validate.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
732,_bmad/tea/workflows/testarch/atdd/validation-report-20260127-095021.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
733,_bmad/tea/workflows/testarch/atdd/validation-report-20260127-102401.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
734,_bmad/tea/workflows/testarch/atdd/workflow-plan.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Workflow Plan: testarch-atdd
735,_bmad/tea/workflows/testarch/atdd/workflow.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
736,_bmad/tea/workflows/testarch/atdd/workflow.yaml,_bmad,Archivo de configuracion,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Test Architect workflow: atdd
737,_bmad/tea/workflows/testarch/automate/checklist.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Automate Workflow Validation Checklist
738,_bmad/tea/workflows/testarch/automate/instructions.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,<!-- Powered by BMAD-CORE™ -->
739,_bmad/tea/workflows/testarch/automate/steps-c/step-01-preflight-and-context.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
740,_bmad/tea/workflows/testarch/automate/steps-c/step-01b-resume.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
741,_bmad/tea/workflows/testarch/automate/steps-c/step-02-identify-targets.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
742,_bmad/tea/workflows/testarch/automate/steps-c/step-03-generate-tests.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
743,_bmad/tea/workflows/testarch/automate/steps-c/step-03a-subprocess-api.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
744,_bmad/tea/workflows/testarch/automate/steps-c/step-03b-subprocess-e2e.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
745,_bmad/tea/workflows/testarch/automate/steps-c/step-03c-aggregate.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
746,_bmad/tea/workflows/testarch/automate/steps-c/step-04-validate-and-summarize.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
747,_bmad/tea/workflows/testarch/automate/steps-e/step-01-assess.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
748,_bmad/tea/workflows/testarch/automate/steps-e/step-02-apply-edit.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
749,_bmad/tea/workflows/testarch/automate/steps-v/step-01-validate.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
750,_bmad/tea/workflows/testarch/automate/validation-report-20260127-095021.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
751,_bmad/tea/workflows/testarch/automate/validation-report-20260127-102401.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
752,_bmad/tea/workflows/testarch/automate/workflow-plan.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Workflow Plan: testarch-automate
753,_bmad/tea/workflows/testarch/automate/workflow.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
754,_bmad/tea/workflows/testarch/automate/workflow.yaml,_bmad,Archivo de configuracion,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Test Architect workflow: automate
755,_bmad/tea/workflows/testarch/ci/checklist.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# CI/CD Pipeline Setup - Validation Checklist
756,_bmad/tea/workflows/testarch/ci/github-actions-template.yaml,_bmad,Archivo de configuracion,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# GitHub Actions CI/CD Pipeline for Test Execution
757,_bmad/tea/workflows/testarch/ci/gitlab-ci-template.yaml,_bmad,Archivo de configuracion,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# GitLab CI/CD Pipeline for Test Execution
758,_bmad/tea/workflows/testarch/ci/instructions.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,<!-- Powered by BMAD-CORE™ -->
759,_bmad/tea/workflows/testarch/ci/steps-c/step-01-preflight.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
760,_bmad/tea/workflows/testarch/ci/steps-c/step-01b-resume.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
761,_bmad/tea/workflows/testarch/ci/steps-c/step-02-generate-pipeline.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
762,_bmad/tea/workflows/testarch/ci/steps-c/step-03-configure-quality-gates.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
763,_bmad/tea/workflows/testarch/ci/steps-c/step-04-validate-and-summary.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
764,_bmad/tea/workflows/testarch/ci/steps-e/step-01-assess.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
765,_bmad/tea/workflows/testarch/ci/steps-e/step-02-apply-edit.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
766,_bmad/tea/workflows/testarch/ci/steps-v/step-01-validate.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
767,_bmad/tea/workflows/testarch/ci/validation-report-20260127-095021.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
768,_bmad/tea/workflows/testarch/ci/validation-report-20260127-102401.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
769,_bmad/tea/workflows/testarch/ci/workflow-plan.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Workflow Plan: testarch-ci
770,_bmad/tea/workflows/testarch/ci/workflow.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
771,_bmad/tea/workflows/testarch/ci/workflow.yaml,_bmad,Archivo de configuracion,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Test Architect workflow: ci
772,_bmad/tea/workflows/testarch/framework/checklist.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Test Framework Setup - Validation Checklist
773,_bmad/tea/workflows/testarch/framework/instructions.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,<!-- Powered by BMAD-CORE™ -->
774,_bmad/tea/workflows/testarch/framework/steps-c/step-01-preflight.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
775,_bmad/tea/workflows/testarch/framework/steps-c/step-01b-resume.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
776,_bmad/tea/workflows/testarch/framework/steps-c/step-02-select-framework.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
777,_bmad/tea/workflows/testarch/framework/steps-c/step-03-scaffold-framework.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
778,_bmad/tea/workflows/testarch/framework/steps-c/step-04-docs-and-scripts.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
779,_bmad/tea/workflows/testarch/framework/steps-c/step-05-validate-and-summary.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
780,_bmad/tea/workflows/testarch/framework/steps-e/step-01-assess.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
781,_bmad/tea/workflows/testarch/framework/steps-e/step-02-apply-edit.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
782,_bmad/tea/workflows/testarch/framework/steps-v/step-01-validate.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
783,_bmad/tea/workflows/testarch/framework/validation-report-20260127-095021.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
784,_bmad/tea/workflows/testarch/framework/validation-report-20260127-102401.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
785,_bmad/tea/workflows/testarch/framework/workflow-plan.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Workflow Plan: testarch-framework
786,_bmad/tea/workflows/testarch/framework/workflow.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
787,_bmad/tea/workflows/testarch/framework/workflow.yaml,_bmad,Archivo de configuracion,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Test Architect workflow: framework
788,_bmad/tea/workflows/testarch/nfr-assess/checklist.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Non-Functional Requirements Assessment - Validation Checklist
789,_bmad/tea/workflows/testarch/nfr-assess/instructions.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,# Non-Functional Requirements Assessment
790,_bmad/tea/workflows/testarch/nfr-assess/nfr-report-template.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
791,_bmad/tea/workflows/testarch/nfr-assess/steps-c/step-01-load-context.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
792,_bmad/tea/workflows/testarch/nfr-assess/steps-c/step-01b-resume.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
793,_bmad/tea/workflows/testarch/nfr-assess/steps-c/step-02-define-thresholds.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
794,_bmad/tea/workflows/testarch/nfr-assess/steps-c/step-03-gather-evidence.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
795,_bmad/tea/workflows/testarch/nfr-assess/steps-c/step-04-evaluate-and-score.md,_bmad,Documento de referencia o decision,hay-que-re-evaluar,Separar conocimiento reusable de contenido de soporte; evaluar modularizacion/submodule.,---
